original_comment,clean_text,author,author_url,comment_id
This is why we don’t approach the Scriptures like technicians handling a technical manual.,this is why we dont approach the scriptures like technicians handling a technical manual,@Cleombrotus100,https://www.youtube.com/channel/UClL47pt76MDrRf_AmEprKmQ,UgyF-Nw76jgEiNPmhdZ4AaABAg
"Look up the holy trinity. Jesus, the father, and the holy spirit are one",look up the holy trinity jesus the father and the holy spirit are one,@candancewilson68,https://www.youtube.com/channel/UCiHKhhKtgoQA2f4b_NxFJ6g,UgxCrSojy9amERNV8nN4AaABAg
"John chapter 17 is a prayer from Jesus to the Holy Father. Since this is a prayer, it is only natural for Jesus to refer to God the Father separately. In that prayer Jesus initially prays that both the Father and the Son be glorified (John 17:1–5). Next, He prays for His disciples (John 17:6–19). Finally, He prays for all believers, both current and future (John 17:20–26). These requests come at the time just prior to the Garden of Gethsemane where Jesus was ultimately betrayed by Judas Iscariot and taken prisoner by the Romans (John 18:1–14). The fact that Jesus (the Son) and God (the Father) are presented as separate Persons is nothing new. In fact, the first time we hear from God the Father in the New Testament is at the baptism of Jesus. There, God says, “This is My Son, whom I love; with Him I am well pleased” (Matthew 3:17). Distinction of person does not equate to a lack of oneness.",john chapter is a prayer from jesus to the holy father since this is a prayer it is only natural for jesus to refer to god the father separately in that prayer jesus initially prays that both the father and the son be glorified john next he prays for his disciples john finally he prays for all believers both current and future john these requests come at the time just prior to the garden of gethsemane where jesus was ultimately betrayed by judas iscariot and taken prisoner by the romans john the fact that jesus the son and god the father are presented as separate persons is nothing new in fact the first time we hear from god the father in the new testament is at the baptism of jesus there god says this is my son whom i love with him i am well pleased matthew distinction of person does not equate to a lack of oneness,@MyHobbies-l6k,https://www.youtube.com/channel/UC62kQ7NWIpOtpQo4Al9iW4Q,Ugza2G81ut1_sJt-nct4AaABAg
1+1+1=1 clearly you can't do maths,clearly you cant do maths,@saracenmoony,https://www.youtube.com/channel/UCboqmYb_uRsmjTq8RM2ERxA,UgxCrSojy9amERNV8nN4AaABAg.AVMX0bokz__AVP-4ROqrgb
And everyone is also aware that we are arguing over a book,and everyone is also aware that we are arguing over a book,@Holleystudios,https://www.youtube.com/channel/UCwvsyJ9tXIjldYESo1PCSgg,UgwbZdY1ufXtUO_WGmd4AaABAg
"​In the Catholic view, this isn't Jesus saying He isn't God. It’s about the source. The Father is the ""fountainhead"" of the Trinity—the one who generates the Son from all eternity. When Jesus calls Him the ""only true God,"" He’s honoring the Father as the origin, not excluding Himself from the Divine Nature. Plus, He literally says eternal life depends on knowing BOTH the Father and Himself. You wouldn’t put a random man on the same level as the ""only true God"" for salvation! 🙏✨",in the catholic view this isnt jesus saying he isnt god its about the source the father is the fountainhead of the trinitythe one who generates the son from all eternity when jesus calls him the only true god hes honoring the father as the origin not excluding himself from the divine nature plus he literally says eternal life depends on knowing both the father and himself you wouldnt put a random man on the same level as the only true god for salvation,@Ohiosigma668,https://www.youtube.com/channel/UCUbfLhtXlGcZ9zry51kxSSQ,UgyrVgJTTrbvlrZOK8t4AaABAg
By by the Trinity 🕊️,by by the trinity,@olaolaolaool,https://www.youtube.com/channel/UCcPM5VZJkjpe-8Zc5dsji1A,Ugwcy5OBTTy7JC_gU_B4AaABAg
"You can't try to debunk the truth it'll just backfire.
""Before Abraham was I AM"" -Jesus
God says His name is I AM to Moses.
""I and The Father are ONE"" -Jesus
Isaiah says Messiah is God.
Jesus says that He's The Messiah John 4:25-26",you cant try to debunk the truth itll just backfire before abraham was i am jesus god says his name is i am to moses i and the father are one jesus isaiah says messiah is god jesus says that hes the messiah john,@ApeScape-m4u,https://www.youtube.com/channel/UCh-oumFuU65D0sZq_RuQQ8A,Ugw1nw-QMZ59SXGoZGV4AaABAg
“I and the Father are one.” John 10:30,i and the father are one john,@fpvdronebuilds,https://www.youtube.com/channel/UCoTvecD4etcDHovVIWs-AFQ,UgzKS3jkFRKO0f9jb6Z4AaABAg
Bro never heard anything of trinity,bro never heard anything of trinity,@SujiMinecraft,https://www.youtube.com/channel/UC15M96YNMVZryc_XtTBl14Q,UgwGI6jUYVyvnzVHUIV4AaABAg
"The logic in this fails when you say that, if he’s lying, he can’t be God. Prove that an all powerful deed he can’t lie..",the logic in this fails when you say that if hes lying he cant be god prove that an all powerful deed he cant lie,@Xanduur,https://www.youtube.com/channel/UCtx6D_NIX2qWtqeeXDRzmdg,Ugz42I5oZN6YwPBNwCt4AaABAg
"Jesus is the living image of god, if I take a picture of a toy, it’s not the toy itself so Jesus isn’t the toy but it’s the reflection of God",jesus is the living image of god if i take a picture of a toy its not the toy itself so jesus isnt the toy but its the reflection of god,@John-z4m9v,https://www.youtube.com/channel/UCKcxuW6CnKk6-Ftt5TXkb-w,UgyCfrfhhth_KWmp9wF4AaABAg
"Lol, you didn’t even finish the text😂

Jesus also said whoever sees me sees the father. Meaning that he is in fact, God clarifying that God the father is God and so is Jesus Christ the God. And then leader clarifying that the Holy Spirit he was also God will be with us until he returns (Jesus Christ).

If you’re gonna quote the Bible quote the whole thing don’t popcorn verse meaning don’t pick and choose what words you like and what you like and which ones you don’t. If you’re gonna take anything from the Bible, you have to take the whole thing you can’t just pick and choose what you want and what you don’t want.

The Bible says, and Jesus Christ himself says that God the father is the only God and also that whoever Jesus Christ seize God, the father and before Abraham, I am, which is Jesus Christ.
And in Genesis, Jesus Christ is talking to God, the father, which is himself.

Just as you have a spirit soul and body so does God have the Holy Spirit God, the father, God the son.

We are made in the image of God so therefore, we have three pieces of spirit soul in body just like God has three and one pieces.

Your spirit is you your soul is you and your body is you but it’s not the same thing. Your soul is not your spirit. Your spirit is not your body and your body is not your soul.. but it’s all you.

Jesus Christ is not the father, the father is not the spirit, and the spirit is not Jesus Christ. But it’s all God.

Hopefully, you understand.",lol you didnt even finish the text jesus also said whoever sees me sees the father meaning that he is in fact god clarifying that god the father is god and so is jesus christ the god and then leader clarifying that the holy spirit he was also god will be with us until he returns jesus christ if youre gonna quote the bible quote the whole thing dont popcorn verse meaning dont pick and choose what words you like and what you like and which ones you dont if youre gonna take anything from the bible you have to take the whole thing you cant just pick and choose what you want and what you dont want the bible says and jesus christ himself says that god the father is the only god and also that whoever jesus christ seize god the father and before abraham i am which is jesus christ and in genesis jesus christ is talking to god the father which is himself just as you have a spirit soul and body so does god have the holy spirit god the father god the son we are made in the image of god so therefore we have three pieces of spirit soul in body just like god has three and one pieces your spirit is you your soul is you and your body is you but its not the same thing your soul is not your spirit your spirit is not your body and your body is not your soul but its all you jesus christ is not the father the father is not the spirit and the spirit is not jesus christ but its all god hopefully you understand,@Thebest_comment-here,https://www.youtube.com/channel/UC7FfFBpaVGqCc_RcQ-fIvMw,UgysOOu3AaiTgT2cgwx4AaABAg
"Omg that doesnt even make sense are we gonna just skip John 10:30, ""I and the Father are one""and for those in the back ""I and the Father are one"" really?.iam so eager to listen what you have to say by the way i love your confidence 😅❤",omg that doesnt even make sense are we gonna just skip john i and the father are oneand for those in the back i and the father are one reallyiam so eager to listen what you have to say by the way i love your confidence,@ΕυτυχίαΔημητρίου-ε1β,https://www.youtube.com/channel/UCW71KjE76OOTwQRS4vYNpyA,Ugz8emfyGQl80ef4-Mx4AaABAg
"I was Christian earlier, saw this vid....and I am still Christian😊😊😊😊",i was christian earlier saw this vidand i am still christian,@SunshineMoyo,https://www.youtube.com/channel/UCOfKRyJpPe4wW9bz5hshEHg,UgxHQw19-NPiIUDqQip4AaABAg
Next debunk Islam.,next debunk islam,@XiaDaoMan,https://www.youtube.com/channel/UCjx2FXuBVGgaHsNke9pVqIQ,Ugw3PEYZ025XYmRcDzR4AaABAg
Everybody in the comments FIGHTING to stay under a delusion 😂 could never be me.,everybody in the comments fighting to stay under a delusion could never be me,@ptmade1love,https://www.youtube.com/channel/UCVUCE96x1MqqHUKM8c33Pug,UgxBnZZYaikrhR-lOYh4AaABAg
as an atheist just know that what you said makes zero sense and you have no point,as an atheist just know that what you said makes zero sense and you have no point,@Coffe369,https://www.youtube.com/channel/UCM6R8KZ8KiYypWm1MOtEJ0A,UgzsEEZ2Nt3irwFnkEB4AaABAg
pal really learned christianity from the bible verses on the bottom of the drinks from in n out burger and tried to disprove it with chatgpt💔,pal really learned christianity from the bible verses on the bottom of the drinks from in n out burger and tried to disprove it with chatgpt,@DevinDABOI-ow5eu,https://www.youtube.com/channel/UCSQUTlf58btaA5PYTwQHJXg,UgzMSKIVaukRbc31A9l4AaABAg
God can kill people .but cannot lie..problems with 1 sided extremists are that they believe 1+1=2  but 2 cannot be 3-1,god can kill people but cannot lieproblems with sided extremists are that they believe but cannot be,@lijojd,https://www.youtube.com/channel/UCp8Q7G5p5kVx3tjRaUs8U_g,UgwG4ulACZ0QxN4yQWh4AaABAg
THE CREATOR OF HEAVEN AND EARTH IS JESUS CHRIST GET THAT TO YOU SCALP PLEEEEEAASEEE,the creator of heaven and earth is jesus christ get that to you scalp pleeeeeaaseee,@user-j8b6g,https://www.youtube.com/channel/UCuavpB41LSBXsKXCX9JEr1Q,UgwwOERUTN_UBrJ6YoZ4AaABAg
"JESUS CHRIST HE IS GOD,  THE CREATOR OF HEAVENS AND EARTH 
NOT THAT NAME YOU MENTIONEDTHE CREATOR OF HEAVEN AND EARTH IS JESUS CHRIST GET THAT TO YOU SCALP PLEEEEEAASEEE",jesus christ he is god the creator of heavens and earth not that name you mentionedthe creator of heaven and earth is jesus christ get that to you scalp pleeeeeaaseee,@user-j8b6g,https://www.youtube.com/channel/UCuavpB41LSBXsKXCX9JEr1Q,UgwmXQEzfpCequVse854AaABAg
"The mistake is to pretend any of it is true. Christians don't care, they were born into the right ideology.  That's every religion.",the mistake is to pretend any of it is true christians dont care they were born into the right ideology thats every religion,@scotth8563,https://www.youtube.com/channel/UCwtv5k7HfqX8-elBuLV_7Iw,UgyTlNSO3iDA_mneZjV4AaABAg
The trinidy the FATHER the SON ( the offspring ) and the HOLY SPIRIT ( the presents of God ),the trinidy the father the son the offspring and the holy spirit the presents of god,@SatenslLost,https://www.youtube.com/channel/UC-D_7xfpSQ6c0mkKRSFBXaA,Ugzi9HrP2oH5Yh81j394AaABAg
"Not possible, there isn't a single contradiction in the quran",not possible there isnt a single contradiction in the quran,@saracenmoony,https://www.youtube.com/channel/UCboqmYb_uRsmjTq8RM2ERxA,Ugw3PEYZ025XYmRcDzR4AaABAg.AVBLGQ2_CRpAVP-8Xet6nW
@saracenmoony Sure thing. keep believing that.,sure thing keep believing that,@XiaDaoMan,https://www.youtube.com/channel/UCjx2FXuBVGgaHsNke9pVqIQ,Ugw3PEYZ025XYmRcDzR4AaABAg.AVBLGQ2_CRpAVT-crBGXHs
"The revelation of the prophet has 4 possible ways for you to take it:

Possibility 1: the prophet was lying and made it all up


Possibility 2: he was mentally ill

Possibility 3: he was convinced by the devil

Possibility 4: it's just the truth

 
By process of elimination we can easily get to the real possibility (4) by disproving the other 3

For possibility 1 (liar):
People lie only for personal gain or protection, Muhammad (PBUH) had no reason to lie this is because when he started to preach the quran, he was prosecuted and shunned from his people, there is no self gain or protection from that so it's clearly not a lie 


Possibility 2: (ill)

He could not have possibly been mentally ill, he was a prophet for 20 years (around that number) if a person has a mental illness that is untreated they will only get worse, not better, not staying the same, for all the 20 years there was no contradiction in anything he said or did, no mistakes in the quran nothing so he was not ill 


Possibility 3 (satan)

The people who Muhammad (PBUH) were trying to convert were idol worshippers, why on earth would satan make people who are already going to hell more likely to go to heaven by worshipping 1 god



3 possibilities are disproven leaving the truth to show, if you have any other possibilities bring them and I will disprove them because the truth always comes out, there is only 1 god and Muhammad is the last messenger",the revelation of the prophet has possible ways for you to take it possibility the prophet was lying and made it all up possibility he was mentally ill possibility he was convinced by the devil possibility its just the truth by process of elimination we can easily get to the real possibility by disproving the other for possibility liar people lie only for personal gain or protection muhammad pbuh had no reason to lie this is because when he started to preach the quran he was prosecuted and shunned from his people there is no self gain or protection from that so its clearly not a lie possibility ill he could not have possibly been mentally ill he was a prophet for years around that number if a person has a mental illness that is untreated they will only get worse not better not staying the same for all the years there was no contradiction in anything he said or did no mistakes in the quran nothing so he was not ill possibility satan the people who muhammad pbuh were trying to convert were idol worshippers why on earth would satan make people who are already going to hell more likely to go to heaven by worshipping god possibilities are disproven leaving the truth to show if you have any other possibilities bring them and i will disprove them because the truth always comes out there is only god and muhammad is the last messenger,@saracenmoony,https://www.youtube.com/channel/UCboqmYb_uRsmjTq8RM2ERxA,Ugw3PEYZ025XYmRcDzR4AaABAg.AVBLGQ2_CRpAVP-90XSgUf
"​@saracenmoony First of all, there are more than 4 possibilities but let me debunk your claims.

possibility 1 (Liar)

He might have faced persecution at first but it lead to the unification of Arabia and the creation of the of the greatest empires in history. That in itself could be called personal gain because he gained fame and power. Many people have suffered for causes they truly believed, that doesn't mean they are objectively true. So in the end mohammed gained a lot from his lies. Especially since his supposed descendants are royalty.

possibility 2 (Ill)

Your assumption that it's impossible to have a mental illness and that it necessarily will lead to worse choices or conditions is simply wrong, there are many historical figures that experienced visions and such and stayed charismatic and effective leaders. There are also many verses in the Quran that get replaced by later verses. (Naskh)
You might see this simply as God adapting his verses on the situation but this seems more like verses contradicting themselves and the ""Prophet"" changing his mind.

Possibility 3 (Satan)

This one is quite circular because you are already assuming that the Qurans definition of Satan or the devil is true. You wouldn't know what the devils intentions really were, it could be that all religions were created by the devil or a false God. So there isn't anything to refute here it's all based on assumptions.


Your process of elimination would only work if your list of possible options was actually complete, which it isn't and that your disproofs are actually based on objective facts and not your subjective interpretation, which they aren't.",first of all there are more than possibilities but let me debunk your claims possibility liar he might have faced persecution at first but it lead to the unification of arabia and the creation of the of the greatest empires in history that in itself could be called personal gain because he gained fame and power many people have suffered for causes they truly believed that doesnt mean they are objectively true so in the end mohammed gained a lot from his lies especially since his supposed descendants are royalty possibility ill your assumption that its impossible to have a mental illness and that it necessarily will lead to worse choices or conditions is simply wrong there are many historical figures that experienced visions and such and stayed charismatic and effective leaders there are also many verses in the quran that get replaced by later verses naskh you might see this simply as god adapting his verses on the situation but this seems more like verses contradicting themselves and the prophet changing his mind possibility satan this one is quite circular because you are already assuming that the qurans definition of satan or the devil is true you wouldnt know what the devils intentions really were it could be that all religions were created by the devil or a false god so there isnt anything to refute here its all based on assumptions your process of elimination would only work if your list of possible options was actually complete which it isnt and that your disproofs are actually based on objective facts and not your subjective interpretation which they arent,@XiaDaoMan,https://www.youtube.com/channel/UCjx2FXuBVGgaHsNke9pVqIQ,Ugw3PEYZ025XYmRcDzR4AaABAg.AVBLGQ2_CRpAVT2r7vWBT-
Jesus said The Father and I are one. ✝️,jesus said the father and i are one,@toniblanchard8405,https://www.youtube.com/channel/UCKqbo4s-8ZesC7osdQwvh5Q,UgyVpKG__UIuWcfQL_x4AaABAg
"John 10:30
""I and the Father are one""
If the Father is the only true God, Jesus is the only true God

If b is true, and a = b, then a is also true",john i and the father are one if the father is the only true god jesus is the only true god if b is true and a b then a is also true,@Baumboy-mx1gf,https://www.youtube.com/channel/UCkPSmlH2LYjMmn3ocNT5esw,UgwICFxfYkBhf-nn87t4AaABAg
I’d repent of this & take it down,id repent of this take it down,@TheBigGuy00009,https://www.youtube.com/channel/UCisWne-HuiGcD8BwoauGTCA,Ugx_tpjwzhhUVEYf8vJ4AaABAg
"John 14:9 ; "" anyone who has seen me, has seen the father""",john anyone who has seen me has seen the father,@claudechetty1256,https://www.youtube.com/channel/UCrIx3h4bjF6gDPq-h9eJMwA,UgyJsqTtJa-aB2wnymJ4AaABAg
I'll debunk you in less than a minute. John 17:5 KJV,ill debunk you in less than a minute john kjv,@jobo7458,https://www.youtube.com/channel/UC4DOOdJjSY6KX5SASukWtVw,UgyPvfEsr8TE0s4K5ZB4AaABAg
